file_suffix,pesq_noisy,pesq_enhanced,pesq_gain,stoi_noisy,stoi_enhanced,stoi_gain,pesq_mean,stoi_mean
0_0.wav,2.8994226455688477,2.722608804702759,-0.17681384086608887,0.8986059598192546,0.8793580101560141,-0.019247949663240504,,
0_1.wav,3.0985846519470215,2.039857864379883,-1.0587267875671387,0.955263646149009,0.9231833680956371,-0.03208027805337199,,
0_10.wav,1.420339584350586,1.6799893379211426,0.25964975357055664,0.9072330740291621,0.8710401932205732,-0.036192880808588845,,
0_11.wav,1.2625974416732788,1.3901245594024658,0.127527117729187,0.846528296643223,0.8178231141735203,-0.028705182469702772,,
0_12.wav,3.6112070083618164,1.8688673973083496,-1.7423396110534668,0.9845143583503173,0.9187965387518366,-0.06571781959848066,,
0_13.wav,3.6663291454315186,2.455962657928467,-1.2103664875030518,0.9676527473924749,0.8923059613303259,-0.07534678606214895,,
0_14.wav,2.8944873809814453,2.1714730262756348,-0.7230143547058105,0.9856181925942415,0.9518439712438953,-0.033774221350346245,,
0_15.wav,2.397766351699829,1.916485071182251,-0.4812812805175781,0.9414040004469133,0.9033691571233577,-0.038034843323555556,,
0_16.wav,3.2094881534576416,2.413849353790283,-0.7956387996673584,0.947208075230089,0.9213867572797496,-0.025821317950339373,,
0_17.wav,3.0397238731384277,2.839888572692871,-0.19983530044555664,0.9597321399833564,0.9198830224624159,-0.03984911752094045,,
0_18.wav,1.9304773807525635,2.419891119003296,0.4894137382507324,0.9483570569670644,0.9251754920065423,-0.02318156496052215,,
0_19.wav,1.4031882286071777,1.7668614387512207,0.36367321014404297,0.9334078817479383,0.925247521228298,-0.008160360519640308,,
0_2.wav,2.721378803253174,2.4934017658233643,-0.22797703742980957,0.9301644655484305,0.9068917207451971,-0.02327274480323338,,
0_20.wav,3.8012242317199707,2.5933237075805664,-1.2079005241394043,0.9944819110890746,0.9567388938528466,-0.03774301723622797,,
0_21.wav,2.912722110748291,2.386827230453491,-0.5258948802947998,0.9741109419152193,0.9620141172461579,-0.012096824669061368,,
0_22.wav,3.096611499786377,2.598532199859619,-0.4980792999267578,0.9720182842107454,0.9308929308797901,-0.04112535333095535,,
0_23.wav,1.4654839038848877,1.6914036273956299,0.2259197235107422,0.8234611207966428,0.8072058560222622,-0.01625526477438055,,
0_24.wav,2.2193562984466553,2.1744046211242676,-0.044951677322387695,0.987012110568767,0.9699065108526556,-0.017105599716111475,,
0_25.wav,2.5153865814208984,2.2102718353271484,-0.30511474609375,0.993511348424375,0.9649132131938593,-0.028598135230515798,,
0_26.wav,1.530794382095337,2.0474276542663574,0.5166332721710205,0.8526157336510783,0.8518935079221897,-0.0007222257288886924,,
0_27.wav,1.134948492050171,1.2675056457519531,0.13255715370178223,0.7727967585953207,0.8132049394995021,0.04040818090418141,,
0_28.wav,2.389435052871704,2.957414388656616,0.5679793357849121,0.8460836610721362,0.8305058420103649,-0.015577819061771248,,
0_29.wav,1.3860357999801636,1.709031581878662,0.32299578189849854,0.8642265864065575,0.8635216074432426,-0.0007049789633148951,,
0_3.wav,1.260554552078247,1.2604948282241821,-5.9723854064941406e-05,0.7790991009287104,0.7876027566852508,0.00850365575654044,,
0_30.wav,1.709947109222412,1.9081473350524902,0.19820022583007812,0.9636278519611788,0.9412158633301072,-0.022411988631071633,,
0_31.wav,1.216444969177246,1.4092729091644287,0.19282793998718262,0.8483111744662296,0.8666383912670151,0.01832721680078553,,
0_4.wav,2.3068130016326904,2.4143474102020264,0.10753440856933594,0.9296195681912404,0.9050052824541635,-0.024614285737076913,,
0_5.wav,1.6832520961761475,1.9436540603637695,0.26040196418762207,0.8869699912100202,0.8781965907685839,-0.008773400441436263,,
0_6.wav,1.8019435405731201,1.9765479564666748,0.1746044158935547,0.9194216711210994,0.8919992755491286,-0.027422395571970792,,
0_7.wav,1.2291752099990845,1.5471720695495605,0.3179968595504761,0.816069411965922,0.8557978858134702,0.039728473847548185,,
0_8.wav,2.9352030754089355,1.9566113948822021,-0.9785916805267334,0.9399833772930396,0.9019931264183338,-0.037990250874705755,,
0_9.wav,2.076211452484131,1.7725813388824463,-0.30363011360168457,0.9253890187777042,0.8913593992791567,-0.034029619498547437,,
10_0.wav,3.623703718185425,2.843358278274536,-0.7803454399108887,0.9965881851154056,0.9660752280424562,-0.03051295707294943,,
10_1.wav,2.485341787338257,2.306394338607788,-0.17894744873046875,0.9929741804107947,0.9637320346782884,-0.029242145732506275,,
10_10.wav,1.6481860876083374,1.7089934349060059,0.06080734729766846,0.9327977440160041,0.9117254309100423,-0.021072313105961804,,
10_11.wav,1.3687564134597778,1.6161972284317017,0.24744081497192383,0.9193949886283934,0.8953000538923137,-0.02409493473607971,,
10_12.wav,4.51236629486084,2.4830100536346436,-2.0293562412261963,0.9984362155435311,0.9196266914633214,-0.07880952408020969,,
10_13.wav,3.1932249069213867,2.2284090518951416,-0.9648158550262451,0.9737659485147625,0.9472497326370223,-0.026516215877740223,,
10_14.wav,2.7567267417907715,2.0527515411376953,-0.7039752006530762,0.9870169603122477,0.9847932887075701,-0.002223671604677624,,
10_15.wav,2.4510021209716797,1.9966717958450317,-0.45433032512664795,0.9949673919813851,0.9761018603645027,-0.018865531616882314,,
10_16.wav,2.7428183555603027,2.9005329608917236,0.1577146053314209,0.8701728981129544,0.8625064045842038,-0.007666493528750595,,
10_17.wav,2.1578683853149414,2.45477032661438,0.2969019412994385,0.9719279114263861,0.9452011618420232,-0.02672674958436294,,
