file_suffix,pesq_noisy,pesq_enhanced,stoi_noisy,stoi_enhanced
0_0.wav,2.8994226455688477,2.3481175899505615,0.8986059598192546,0.876399163436236
0_1.wav,3.0985846519470215,2.0605404376983643,0.955263646149009,0.9273435618272472
0_10.wav,1.420339584350586,1.7491141557693481,0.9072330740291621,0.8672346811020014
0_11.wav,1.2625974416732788,1.3927831649780273,0.846528296643223,0.8330413911788374
0_12.wav,3.6112070083618164,1.8376749753952026,0.9845143583503173,0.9334207997594081
0_13.wav,3.6663291454315186,2.725087881088257,0.9676527473924749,0.9057809478274471
0_14.wav,2.8944873809814453,2.372201442718506,0.9856181925942415,0.9556857461370387
0_15.wav,2.397766351699829,2.2146177291870117,0.9414040004469134,0.9108969428436188
0_16.wav,3.2094881534576416,2.3781235218048096,0.9472080752300889,0.9263787386805872
0_17.wav,3.0397238731384277,2.6916708946228027,0.9597321399833564,0.9230822545800329
0_18.wav,1.9304773807525635,2.2749829292297363,0.9483570569670644,0.9394313877859567
0_19.wav,1.4031882286071777,1.8398823738098145,0.9334078817479383,0.9326213349993371
0_2.wav,2.721378803253174,2.0882904529571533,0.9301644655484304,0.9103105520782513
0_20.wav,3.8012242317199707,2.4890966415405273,0.9944819110890746,0.9527174728345735
0_21.wav,2.912722110748291,2.7677102088928223,0.9741109419152193,0.9602457896845148
0_22.wav,3.096611499786377,2.6349713802337646,0.9720182842107454,0.93457911378066
0_23.wav,1.4654839038848877,1.6995904445648193,0.8234611207966428,0.8135050549167379
0_24.wav,2.2193562984466553,2.2335848808288574,0.987012110568767,0.9706217270119195
0_25.wav,2.5153865814208984,2.4121994972229004,0.993511348424375,0.9663651558088715
0_26.wav,1.530794382095337,2.0820934772491455,0.8526157336510783,0.8643347650075587
0_27.wav,1.134948492050171,1.3282358646392822,0.7727967585953207,0.8119088718562815
0_28.wav,2.389435052871704,2.483126163482666,0.8460836610721362,0.8271377940145556
0_29.wav,1.3860357999801636,1.821371078491211,0.8642265864065575,0.8716211455979939
0_3.wav,1.260554552078247,1.327591896057129,0.7790991009287104,0.792181865360962
0_30.wav,1.709947109222412,2.1755754947662354,0.9636278519611788,0.9445378354610242
0_31.wav,1.216444969177246,1.4692835807800293,0.8483111744662296,0.8553437449346946
0_4.wav,2.3068130016326904,2.418036699295044,0.9296195681912404,0.9072588820975318
0_5.wav,1.6832520961761475,1.9419169425964355,0.8869699912100202,0.8730802479270618
0_6.wav,1.8019435405731201,2.1796936988830566,0.9194216711210994,0.8932248484201397
0_7.wav,1.2291752099990845,1.602998971939087,0.816069411965922,0.8573363996709134
0_8.wav,2.9352030754089355,2.0779473781585693,0.9399833772930396,0.900175389182266
0_9.wav,2.076211452484131,1.763434886932373,0.9253890187777042,0.8884074651876412
1_0.wav,3.7663917541503906,2.570681571960449,0.9998821062866782,0.9538470173183659
1_1.wav,2.9855310916900635,2.285879373550415,0.9445962034395469,0.9166434547540061
1_10.wav,2.2922019958496094,2.1845145225524902,0.9502140998397834,0.9380500705521154
1_11.wav,1.8362581729888916,2.098257303237915,0.7036281364062749,0.6895872654536627
1_12.wav,2.8931591510772705,2.339219093322754,0.9984577887882699,0.965699402963274
1_13.wav,1.62738037109375,1.7042567729949951,0.9105185132629338,0.9039391246735106
1_14.wav,1.3556450605392456,1.5714516639709473,0.8737392800877828,0.874899772759351
1_15.wav,1.1538605690002441,1.2801179885864258,0.720575849002034,0.7564716525263482
1_16.wav,2.3645260334014893,2.4910881519317627,0.9624125054083956,0.9420771489933443
1_17.wav,2.1634936332702637,2.2981860637664795,0.9810573823082259,0.9568442507151618
1_18.wav,1.7713086605072021,2.0506093502044678,0.8760308378253115,0.8641188566061624
1_19.wav,1.2545193433761597,1.2912542819976807,0.8092394965355344,0.8271941925372469
